Mention,Class
Iceland; Liechtenstein; Norway and Switzerland,LOCATION
Swiss,NATIONAL
Britain,LOCATION
since before 1973,PERIOD
UK,LOCATION
EEA,INSTITUTION
EFTA,INSTITUTION
EU,INSTITUTION
EU,INSTITUTION
EU,INSTITUTION
EU,INSTITUTION
EU,INSTITUTION
EEA,INSTITUTION
EEA Agreement,LEGAL
EU and EFTA,INSTITUTION
Switzerland,LOCATION
Common Agriculture and Fisheries Policies; Customs Union; Common Trade Policy; Common Foreign and Security Policy; direct and indirect taxation; and Police and Judicial Co-operation in Criminal Matters,LEGAL
EFTA,INSTITUTION
EFTA,INSTITUTION
EU,INSTITUTION
EEA Agreement,LEGAL
Switzerland,LOCATION
Brexit,EVENT
EEA Agreement,LEGAL
EU and EEA,INSTITUTION
EEA,INSTITUTION
EU,INSTITUTION
EU,INSTITUTION
Swiss,NATIONAL
UK,LOCATION
EU,INSTITUTION
EU,INSTITUTION
Swiss,NATIONAL
EU,INSTITUTION
Swiss immigration referendum; February 2014,EVENT
February 2017,PERIOD
Switzerland,LOCATION
European Union,INSTITUTION
Switzerland,LOCATION
EU,INSTITUTION
July 2016,PERIOD
EU,INSTITUTION
Tim Oliver of the German Institute for International and Security Affairs,PERSON
British,NATIONAL
EU,INSTITUTION
UK,LOCATION
EU,INSTITUTION
European,NATIONAL
EU,INSTITUTION
protectionism,CONCEPT
EU,INSTITUTION
EU,INSTITUTION
EU,INSTITUTION
Conservative MEP,TITLE
South East England,LOCATION
Daniel Hannan,PERSON
BBC Newsnight,CREATION
European Union,INSTITUTION
Brexit,EVENT
EU,INSTITUTION
Leave campaign,ORGANISATION
EU,INSTITUTION
David Cameron,PERSON
UK,LOCATION
first four years,PERIOD
seven years,PERIOD
Brexit referendum,EVENT
UK,LOCATION
EU,INSTITUTION
July 2016,PERIOD
UK,LOCATION
EU,INSTITUTION
seven years,PERIOD
UK government,INSTITUTION
The Observer,MEDIA
UK,LOCATION
EU,INSTITUTION
EU,INSTITUTION
The Daily Telegraph,MEDIA
Conservative Party,ORGANISATION
Tory MPs,TITLE
European,NATIONAL
28,MEASURE
UK treasury,INSTITUTION
EU,INSTITUTION
UK,LOCATION
EU,INSTITUTION
International Monetary Fund (IMF),INSTITUTION
0.1%,MEASURE
UK,LOCATION
EU,INSTITUTION
EU,INSTITUTION
Britain,LOCATION
EU,INSTITUTION
European Free Trade Area,INSTITUTION
Institute for Fiscal Studies,INSTITUTION
Brexit,EVENT
UK,LOCATION
EU,INSTITUTION
15 June 2016,PERIOD
Vote Leave,ORGANISATION
Britain,LOCATION
EU,INSTITUTION
Parliament,INSTITUTION
Finance Bill,LEGAL
VAT,ACRONYM
Asylum and Immigration Control Bill,LEGAL
EU,INSTITUTION
Britain,LOCATION
National Health Service (Funding Target) Bill,LEGAL
100 million,MEASURE
European Union Law (Emergency Provisions) Bill,LEGAL
Free Trade Bill,LEGAL
EU,INSTITUTION
European Communities Act 1972 (Repeal) Bill,LEGAL
European Court of Justice,INSTITUTION
Britain,LOCATION
EU,INSTITUTION
24 June 2016,PERIOD
Moody's,BUSINESS
UK,LOCATION
Aa1,MEASURE
Fitch Ratings,BUSINESS
AA+,MEASURE
AA,MEASURE
GDP,ACRONYM
Standard & Poor's,BUSINESS
UK,LOCATION
AA,MEASURE
U.K.,LOCATION
UK,LOCATION
27 June 2016,PERIOD
Chancellor of the Exchequer George Osborne,PERSON
UK,LOCATION
Institute of Directors,ORGANISATION
two-thirds,MEASURE
FTSE 100,CONCEPT
24 June 2016,PERIOD
British,NATIONAL
Osborne,PERSON
Britain,LOCATION
British,NATIONAL
15 July 2016,PERIOD
Reuters,MEDIA
UK,LOCATION
40 billion,MEASURE
8.2 percent,MEASURE
three weeks,PERIOD
Britain,LOCATION
EU,INSTITUTION
EPFR (Emerging Portfolio Fund Research),BUSINESS
Société Générale,BUSINESS
France,LOCATION
Brexit,EVENT
UK,LOCATION
one month after Brexit,PERIOD
Guardian,MEDIA
2tn,MEASURE
22 July 2016,PERIOD
July,PERIOD
Markit Purchasing Managers' Index,CONCEPT
2009,PERIOD
one,MEASURE
29 July 2016,PERIOD
The Guardian,MEDIA
Brexit referendum,EVENT
The City of Berlin; Germany,LOCATION
UK,LOCATION
Berlin,LOCATION
IMF,INSTITUTION
19 July 2016,PERIOD
IMF,INSTITUTION
Brexit,EVENT
European Union,INSTITUTION
UK,LOCATION
International Monetary Fund,INSTITUTION
British,NATIONAL
1.7 per cent,MEASURE
this year,PERIOD
1.3 per cent,MEASURE
next year,PERIOD
UK,LOCATION
second,MEASURE
Group of Seven,ORGANISATION
this year,PERIOD
United States,LOCATION
third,MEASURE
next year,PERIOD
US and Canada,LOCATION
European,NATIONAL
World Pensions Council (WPC) and the University of Bath,INSTITUTION
Britain,LOCATION
UK,LOCATION
EU,INSTITUTION
Britain,LOCATION
London,LOCATION
M Nicolas Firzli; director-general of the World Pensions Council (WPC) and advisory board member for the World Bank Global Infrastructure Facility,PERSON
Bruce Morley,PERSON
University of Bath,INSTITUTION
UK,LOCATION
Union,INSTITUTION
Britain,LOCATION
4 August 2016,PERIOD
Britain,LOCATION
Bank of England,INSTITUTION
10 August,PERIOD
Institute for Fiscal Studies,INSTITUTION
Economic and Social Research Council,INSTITUTION
Britain,LOCATION
EU,INSTITUTION
EU,INSTITUTION
IFS,INSTITUTION
UK,LOCATION
70Bn,MEASURE
8Bn,MEASURE
Scotland; Northern Ireland; Gibraltar,LOCATION
Scottish,NATIONAL
UK,LOCATION
EU,INSTITUTION
Scotland,LOCATION
second,MEASURE
Scottish,NATIONAL
Former Labour Scottish First Minister Henry McLeish,PERSON
Scottish,NATIONAL
2013,PERIOD
Scotland,LOCATION
three and a half,MEASURE
UK,LOCATION
EU,INSTITUTION
Scotland in Union,ORGANISATION
Scotland,LOCATION
EU,INSTITUTION
Brexit,EVENT
UK,LOCATION
EU,INSTITUTION
'Brexit' referendum,EVENT
Britain,LOCATION
European Union,INSTITUTION
Northern Ireland and the Republic of Ireland,LOCATION
Enda Kenny; the Taoiseach of Ireland,PERSON
UK,LOCATION
European Union,INSTITUTION
Northern Ireland,LOCATION
Northern Ireland Secretary Theresa Villiers,PERSON
Germany's parliamentary finance committee,INSTITUTION
UK and Ireland,LOCATION
24 June 2016,PERIOD
UK,LOCATION
EU,INSTITUTION
Northern Ireland's Deputy First Minister Martin McGuinness,PERSON
Irish,NATIONAL
2015,PERIOD
Chief Minister of Gibraltar Fabian Picardo,PERSON
Gibraltar,LOCATION
EU,INSTITUTION
UK,LOCATION
British,NATIONAL
UK Foreign Affairs Select Committee,ORGANISATION
Gibraltar,LOCATION
Brexit,EVENT
Spain's foreign minister José García-Margallo,PERSON
Spain,LOCATION
Gibraltar,LOCATION
British,NATIONAL
EU,INSTITUTION
London,LOCATION
London,LOCATION
UK,LOCATION
EU,INSTITUTION
Scottish First Minister Nicola Sturgeon,PERSON
London Mayor Sadiq Khan,PERSON
EU,INSTITUTION
London,LOCATION
Khan,PERSON
London,LOCATION
UK,LOCATION
tens of thousands,MEASURE
London,LOCATION
London,LOCATION
Singapore,LOCATION
EU,INSTITUTION
Khan,PERSON
London,LOCATION
France,LOCATION
Mayor of Saint-Quentin; Xavier Bertrand,PERSON
February 2016,PERIOD
Britain,LOCATION
Europe,LOCATION
Calais,LOCATION
Dover,LOCATION
Britain,LOCATION
European Union,INSTITUTION
French Finance Minister Emmanuel Macron,PERSON
Le Touquet treaty,LEGAL
EU,INSTITUTION
Brexit,EVENT
Xavier Bertrand,PERSON
François Hollande,PERSON
Touquet agreement,LEGAL
two years,PERIOD
Hollande,PERSON
Touquet deal,LEGAL
Britain,LOCATION
Brexit,EVENT
Union,INSTITUTION
Bernard Cazeneuve; the French Interior Minister,PERSON
Calais,LOCATION
UK,LOCATION
EU,INSTITUTION
16%,MEASURE
EU,INSTITUTION
British,NATIONAL
St George's; University of London professor,TITLE
UKIP,ORGANISATION
Angus Dalgleish,PERSON
Britain,LOCATION
EU,INSTITUTION
European,NATIONAL
CERN,INSTITUTION
European Molecular Biology Laboratory (EMBL),INSTITUTION
Lisbon Treaty,LEGAL
EU,INSTITUTION
Britain,LOCATION
London School of Economics emeritus professor,TITLE
UKIP,ORGANISATION
Alan Sked,PERSON
EU,INSTITUTION
Israel and Switzerland,LOCATION
EU,INSTITUTION
Britain,LOCATION
EU,INSTITUTION
Britain,LOCATION
EU,INSTITUTION
2-year,PERIOD
Article 50 of Treaty of European Union (TEU),LEGAL
UK government,INSTITUTION
EU,INSTITUTION
Horizon 2020,UNKNOWN
UK,LOCATION
EU,INSTITUTION
UK,LOCATION
July 2016,PERIOD
The Guardian,MEDIA
European,NATIONAL
British,NATIONAL
Holocaust,EVENT
Greek,CONCEPT
ὁλόκαυστος,EVENT
holókaustos,EVENT
Shoah,EVENT
Hebrew,CONCEPT
השואה,EVENT
HaShoah,EVENT
Adolf Hitler,PERSON
Germany,LOCATION
six million,MEASURE
Jews,PERSON_TYPE
1.5 million,MEASURE
two - thirds of the nine million,MEASURE
Jews,PERSON_TYPE
Europe,LOCATION
Holocaust,EVENT
five million,MEASURE
Jewish,PERSON_TYPE
Nazi,PERSON_TYPE
11 million,MEASURE
Nazi Germany; German - occupied territories,LOCATION
Nazi Germany,LOCATION
From 1941 to 1945,PERIOD
Jews,PERSON_TYPE
Europe,LOCATION
Nazi regime,INSTITUTION
SS,INSTITUTION
Nazi Party,INSTITUTION
Germany,LOCATION
Nazi,PERSON_TYPE
ethnic Poles,PERSON_TYPE
Soviet,PERSON_TYPE
Soviet POWs,PERSON_TYPE
Slavs; Romanis; communists; homosexuals; Freemasons; Jehovah ' s Witnesses,PERSON_TYPE
42;500,MEASURE
Germany and German - occupied territories,LOCATION
200;000,MEASURE
Holocaust,EVENT
Nazis,PERSON_TYPE
Final Solution to the Jewish Question (die Endlösungder Judenfrage),CONCEPT
Jews,PERSON_TYPE
Europe,LOCATION
German government,INSTITUTION
Jews,PERSON_TYPE
Nuremberg Laws of 1935,LEGAL
Nazis,PERSON_TYPE
1933,PERIOD
World War II in 1939,EVENT
1941,PERIOD
Germany,LOCATION
eastern Europe,LOCATION
Einsatzgruppen,INSTITUTION
two million,MEASURE
Jews; partisans,PERSON_TYPE
end of 1942,PERIOD
end of World War II,PERIOD
Europe,LOCATION
April – May 1945,PERIOD
Jewish armed resistance,ORGANISATION
Warsaw Ghetto Uprising of 1943,EVENT
thousands,MEASURE
Jewish,PERSON_TYPE
Waffen - SS,INSTITUTION
four weeks,PERIOD
20;000 – 30;000,MEASURE
Jewish partisans,PERSON_TYPE
Nazis,PERSON_TYPE
Eastern Europe,LOCATION
French Jews,PERSON_TYPE
French Resistance,ORGANISATION
Nazis Vichy French,PERSON_TYPE
Over a hundred,MEASURE
Jewish,PERSON_TYPE
Holocaust,EVENT
holocaust,EVENT
Greek,CONCEPT
holókauston,CONCEPT
Latin,CONCEPT
Richard of Devizes,PERSON
12th - century,PERIOD
first,MEASURE
Chronicon de rebus gestis Ricardi Primi (1192),CREATION
holocaustum,CONCEPT
Thomas Browne,PERSON
holocaust,CONCEPT
Urn Burial,CREATION
1658,PERIOD
centuries,PERIOD
English,CONCEPT
1960s,PERIOD
Nazi genocide of Jews,EVENT
Holocaust,EVENT
after 1978,PERIOD
shoah,EVENT
שואה,CONCEPT
sho'ah,CONCEPT
shoa,CONCEPT
Hebrew,CONCEPT
Holocaust,EVENT
1940s,PERIOD
Europe and Israel,LOCATION
Shoah,CONCEPT
Jews,PERSON_TYPE
holocaust,CONCEPT
Greek,CONCEPT
Nazis,PERSON_TYPE
Final Solution to the Jewish Question,CONCEPT
Final Solution,CONCEPT
Jews,PERSON_TYPE
Europe,LOCATION
Jews,PERSON_TYPE
Germany,LOCATION
Third Reich,INSTITUTION
Holocaust,EVENT
Michael Berenbaum,PERSON
Interior Ministry,INSTITUTION
Jewish,PERSON_TYPE
Post Office,INSTITUTION
Finance Ministry,INSTITUTION
Jewish,PERSON_TYPE
German,NATIONAL
Jewish,PERSON_TYPE
Jewish,PERSON_TYPE
Jews,PERSON_TYPE
Jewish,PERSON_TYPE
German,NATIONAL
Dehomag (IBM Germany),BUSINESS
Germany,LOCATION
Berenbaum,PERSON
the Final Solution of the Jewish question,CONCEPT
Germany,LOCATION
German National Bank,BUSINESS
Saul Friedländer,PERSON
Germany,LOCATION
Europe,LOCATION
Jews,PERSON_TYPE
Christian,PERSON_TYPE
Jews,PERSON_TYPE
Friedländer,PERIOD
Holocaust,EVENT
antisemitic,CONCEPTUAL
Antisemitism Yellowbadge logo,UNKNOWN
Jewish,PERSON_TYPE
Israeli,NATIONAL
Yehuda Bauer,PERSON
Holocaust,EVENT
Nazi,PERSON_TYPE
Jewish,PERSON_TYPE
Aryan,PERSON_TYPE
German,NATIONAL
Eberhard Jäckel,PERSON
1986,PERIOD
Holocaust,EVENT
German - occupied territory,LOCATION
35,MEASURE
European,NATIONAL
Central and Eastern Europe,LOCATION
seven million,MEASURE
Jews,PERSON_TYPE
1939,PERIOD
five million,MEASURE
Jews,PERSON_TYPE
three million,MEASURE
occupied Poland,LOCATION
over one million,MEASURE
Soviet Union,LOCATION
Hundreds of thousands,MEASURE
Netherlands; France; Belgium; Yugoslavia; and Greece,LOCATION
Wannsee Protocol,LEGAL
Nazis,PERSON_TYPE
final solution of the Jewish question,CONCEPT
Britain,LOCATION
Europe,LOCATION
Ireland; Switzerland; Turkey; Sweden; Portugal; and Spain,LOCATION
three or four,MEASURE
Jewish,PERSON_TYPE
Nazis,PERSON_TYPE
Jews,PERSON_TYPE
Germany,LOCATION
before 18 January 1871,PERIOD
Holocaust,EVENT
Auschwitz; Belzec; Chełmno; Jasenovac; Majdanek; Maly Trostenets; Sobibór; and Treblinka,LOCATION
millions,MEASURE
Nazi,PERSON_TYPE
Action T4,UNKNOWN
Nazi,PERSON_TYPE
Nazi,PERSON_TYPE
Raul Hilberg,PERSON
German,NATIONAL
Nazified,CONCEPTUAL
Auschwitz; Dachau; Buchenwald; Ravensbrück; Sachsenhausen; and Natzweiler concentration camps,INSTALLATION
Josef Mengele,PERSON
Auschwitz,INSTALLATION
Otmar von Verschuer,PERSON
Mengele,PERSON
Kaiser Wilhelm Institute,INSTITUTION
Mengele,PERSON
Mengele,PERSON
Romani,PERSON_TYPE
Onkel (Uncle) Mengele,PERSON
Vera Alexander,PERSON
Jewish,PERSON_TYPE
Auschwitz,INSTALLATION
50,MEASURE
Romani,PERSON_TYPE
Guido and Ina,PERSON
four,MEASURE
Mengele,PERSON
Stella,PERSON
Yehuda Bauer and Lucy Dawidowicz,PERSON
from the Middle Ages,PERIOD
German,NATIONAL
antisemitism,CONCEPT
Rhineland Massacres,EVENT
Nazi,PERSON_TYPE
second half of the 19th century,PERIOD
Germany and Austria - Hungary,LOCATION
Völkisch movement,ORGANISATION
Houston Stewart Chamberlain and Paul de Lagarde,PERSON
racism,CONCEPT
Jews,PERSON_TYPE
Aryan,PERSON_TYPE
Völkisch antisemitism,CONCEPT
Christian antisemitism,CONCEPT
Jews,PERSON_TYPE
Friedrich Nietzsche,PERSON
antisemitism and nationalism,CONCEPT
1886,PERIOD
Jews,PERSON_TYPE
Jews,PERSON_TYPE
Friedrich Nietzsche,PERSON
1886,PERIOD
Reichstag,INSTITUTION
1895,PERIOD
völkisch,PERSON_TYPE
Hermann Ahlwardt,PERSON
Jews,PERSON_TYPE
German,PERSON_TYPE
1912,PERIOD
Wenn ich der Kaiser wär (If I were the Kaiser),CREATION
Heinrich Class,PERSON
völkisch,CONCEPTUAL
Alldeutscher Verband,ORGANISATION
German Jews,PERSON_TYPE
German,NATIONAL
Fremdenrecht,CONCEPT
Class,PERSON
Jews,PERSON_TYPE
German,NATIONAL
Class,PERSON
Jew,PERSON_TYPE
Jewish,PERSON_TYPE
German Empire,LOCATION
1871,PERIOD
one,MEASURE
Jewish,PERSON_TYPE
first,MEASURE
Germans,PERSON_TYPE
German South - West Africa,LOCATION
Herero and Namaqua Genocide,EVENT
Holocaust,EVENT
German Empire,LOCATION
völkisch,CONCEPTUAL
racism,CONCEPT
Germany,LOCATION
völkisch parties,ORGANISATION
1912 Reichstag elections,EVENT
antisemitism,CONCEPT
National Socialist German Workers ' Party (Nazi Party; NSDAP),INSTITUTION
1920,PERIOD
völkisch movement,ORGANISATION
antisemitism,CONCEPT
1986,PERIOD
German,NATIONAL
Hans Mommsen,PERSON
post – First World WarGermany,LOCATION
Hitler ' s weltanschauung,CONCEPT
Auschwitz,INSTALLATION
Jews,PERSON_TYPE
Hitler,PERSON
NSDAP,INSTITUTION
Deutschvölkisch Schutz - und Trutzbund[German Racial Union for Protection and Defiance],ORGANISATION
Pan - German Union,ORGANISATION
Germany,LOCATION
late 19th and early 20th centuries,PERIOD
racist; social Darwinist; and eugenicist,CONCEPTUAL
Detlev Peukert,PERSON
Shoah,EVENT
antisemitism,CONCEPT
After the First World War,EVENT
German,NATIONAL
Antisemitism,CONCEPT
Germany,LOCATION
1 April 1933,PERIOD
SA,INSTITUTION
Jewish,PERSON_TYPE
Israel's Department Store in Berlin,BUSINESS
Germans,PERSON_TYPE
Jews,PERSON_TYPE
Deutsche,PERSON_TYPE
Juden,PERSON_TYPE
Kristallnacht in 1938,EVENT
Jewish,PERSON_TYPE
Germany,LOCATION
Europe,LOCATION
after World War I,PERIOD
antisemitism,CONCEPT
Germans,PERSON_TYPE
Stab - in - the - back,CONCEPT
Jews and Communists,PERSON_TYPE
Germany,LOCATION
Jewish,PERSON_TYPE
ethnic Jews,PERSON_TYPE
Communist,CONCEPTUAL
Europe,LOCATION
Russian Bolshevik,PERSON_TYPE
Vladimir Lenin,PERSON
Germany,LOCATION
Ernst Toller,PERSON
Bavaria,LOCATION
Jewish olshevism,CONCEPT
Great Depression,EVENT
German,NATIONAL
Nazis,PERSON_TYPE
1933,PERIOD
German,NATIONAL
Hitler,PERSON
Jews,PERSON_TYPE
Hitler,PERSON
anti-Semitism,CONCEPT
Hitler,PERSON
Mein Kampf,CREATION
anti-Semite,PERSON_TYPE
Vienna,LOCATION
Mein Kampf,CREATION
Germany,LOCATION
From the early 1920s,PERIOD
Hitler,PERSON
Jews,PERSON_TYPE
August 1920,PERIOD
Jew,PERSON_TYPE
Mein Kampf,CREATION
Hitler,PERSON
Hitler,PERSON
twelve or fifteen thousand,MEASURE
Hebrew,PERSON_TYPE
hundreds of thousands,MEASURE
German,NATIONAL
millions,MEASURE
Hitler,PERSON
Marxism,CONCEPT
Jewish,PERSON_TYPE
Jewish Marxism,CONCEPT
Mein Kampf,CREATION
Hitler,PERSON
Jewish Question,CONCEPT
Hitler,PERSON
Jewish Question,CONCEPT
German,PERSON_TYPE
Juda,PERSON_TYPE
Ian Kershaw,PERSON
Mein Kampf,CREATION
1922,PERIOD
Major Joseph Hell,PERSON
Jews,PERSON_TYPE
Marienplatz in Munich,LOCATION
Jews,PERSON_TYPE
Jew,PERSON_TYPE
Munich,LOCATION
Germany,LOCATION
Jews,PERSON_TYPE
1933,PERIOD
Julius Streicher,PERSON
Jews,PERSON_TYPE
Nazi,PERSON_TYPE
Der Stürmer,MEDIA
Streicher,PERSON
Jewish,PERSON_TYPE
Mommsen,PERSON
three,MEASURE
antisemitism,CONCEPT
Germany,LOCATION
1,MEASURE
cultural antisemitism,CONCEPT
German conservatives,PERSON_TYPE
2,MEASURE
volkisch,ORGANISATION
antisemitism or racism,CONCEPT
Jews,PERSON_TYPE
3,MEASURE
Judaism,CONCEPT
Catholic Church,INSTITUTION
antisemitism,CONCEPT
antisemitism,CONCEPT
Nazis,PERSON_TYPE
antisemitism,CONCEPT
Jews,PERSON_TYPE
Benjamin Arditti,PERSON
Vienna,LOCATION
1897,PERIOD
Sofia,LOCATION
two years,PERIOD
World War II,EVENT
from 1916-1949,PERIOD
Zionist movement in Bulgaria,ORGANISATION
Central Committee of the Zionist Union in Bulgaria,ORGANISATION
1919-1923,PERIOD
five,MEASURE
representative to the World Zionist Congress,TITLE
chairman of the Zionist Organization in Sofia,TITLE
Revisionist movement in Bulgaria,ORGANISATION
chairman,TITLE
from 1925-1935,PERIOD
Arditti,PERSON
Committee for the Rescue of Bulgarian Jewry during World War II,ORGANISATION
Zionist,CONCEPTUAL
aliya to Eretz Israel,CONCEPT
after 1944,PERIOD
Arditti,PERSON
representative of the Revisionists in the Union of Bulgarian Jews,TITLE
1947-1949,PERIOD
aliya to Israel,CONCEPT
Herut party and the Organization of Sephardi Jews in Israel,ORGANISATION
1949,PERIOD
chairman of the Central Committee of the World Sephardi Federation,TITLE
Knesset,INSTITUTION
1930s,PERIOD
Benjamin Arditti,PERSON
Jews of Bulgaria,PERSON_TYPE
two,MEASURE
Israel,LOCATION
Holocaust,EVENT
Jewish,PERSON_TYPE
Zionist movement in Bulgaria,ORGANISATION
Sephardi Jews,PERSON_TYPE
Eretz Israel,LOCATION
Benjamin Arditti,PERSON
1,MEASURE
2,MEASURE
Benjamin Arditti,PERSON
3,MEASURE
Benjamin Arditti,PERSON
4,MEASURE
Benjamin Arditti,PERSON
Knesset,INSTITUTION
Sephardi Jewish,PERSON_TYPE
5,MEASURE
Jews,PERSON_TYPE
Bulgaria,LOCATION
until World War II,PERIOD
Zionism,CONCEPT
Zionist movement in Bulgaria,ORGANISATION
6,MEASURE
Jews of Bulgaria,PERSON_TYPE
World War II,EVENT
Bulgaria,LOCATION
anti-Jewish legislation,LEGAL
anti-Semitic policy,LEGAL
Commissariat for Jewish Affairs,INSTITUTION
Jewish,PERSON_TYPE
Bulgaria,LOCATION
aliya,CONCEPT
Eretz Israel,LOCATION
two,MEASURE
Salvador,CREATION
Struma,CREATION
Holocaust of the Jews of Turkey and Macedonia,EVENT
Bulgaria,LOCATION
Rescue of the Jews of Bulgaria,EVENT
7,MEASURE
aliya,CONCEPT
Bulgaria,LOCATION
Eretz Israel,LOCATION
from the late 19th century until theGreat Aliya; 1948-1949,PERIOD
Arditti,PERSON
Jews of Bulgaria,PERSON_TYPE
before the 1940s,PERIOD
Zionist movement in Bulgaria,ORGANISATION
Jews of Bulgaria; Turkey and Macedonia,PERSON_TYPE
Holocaust,EVENT
IDEA ALM,ARTIFACT
Yad Vashem Archives,INSTITUTION
Yad Vashem,INSTITUTION
Jews of Crimea,PERSON_TYPE
1941-1942,PERIOD
Soviet Extraordinary State Commission (ChGK) in the Crimean occupied territory,INSTITUTION
Jews,PERSON_TYPE
Yevpatoria; Zuya; Kheyrus and Biyuk-Onlar,LOCATION
January-March 1942,PERIOD
mayor of Simferopol,TITLE
Jews,PERSON_TYPE
15 March 1942,PERIOD
Foma Paskitovski,PERSON
Kerch,LOCATION
Kerch jail,INSTALLATION
December 1941,PERIOD
